,0,1,2,3,4
0,0.0,0.00357459262803,-0.00110532737017,0.00612151157432,891.215353744
1,0.0,0.00394067042336,7.8324511343e-05,0.00829814822334,-304.173548388
2,0.0,0.00215486073228,-0.00435678004743,0.00446168153016,8.20218361921
3,0.0,0.00849514284389,-0.00192184934787,0.00340897178104,263.423528788
4,0.0,-0.00615877432654,0.00366755444037,0.00162707078727,-345.968084737
5,0.0,-0.00228490660885,-0.00480809042592,0.000704546241445,420.491738906
6,0.0,-0.00680297285337,-0.00392790562771,0.00258457404699,92.5387761767
7,0.0,-0.00773018254173,-0.00170568752287,-0.00379344182752,-336.640147255
8,0.0,0.00227497300373,0.0045269271073,0.00336856662833,1027.38806624
9,0.0,0.000704074691216,0.00299171251977,0.00300947808484,-10.942359399
10,0.0,0.00296474351407,-0.00527509645092,-0.00524166497607,57.5192565827
11,0.0,-0.00379550642966,0.00103193591514,-0.00823102607596,-13.8162461376
12,0.0,-0.00260741522772,-0.00386087941218,-0.0063365215793,205.608695266
13,0.0,0.00452965103196,-0.00534358091072,0.00612065731194,-507.831080423
14,0.0,0.00027333915169,0.00578758799027,-0.00586033632107,211.002309441
15,0.0,0.00216645680223,-0.00559870322283,0.00231389150031,-169.393443767
16,0.0,0.00419075126121,-0.00487675557999,-0.000530143918345,660.804025229
17,0.0,0.00919646219288,0.00255157873869,0.00242709080178,-113.576410175
18,0.0,0.00406171016773,-0.00385103205763,-0.00742410089138,346.431296058
19,0.0,-0.00522870629082,-0.00303576108221,0.00588304413962,-176.561185011
20,0.0,-0.00340403313029,0.000845653503699,-0.00662982418235,98.4539737753
21,1.0,-0.0129686783572,0.0127656210727,-0.00461928693283,-121.565676766
22,1.0,-0.0116897387758,-0.000801611928001,0.000965864700092,303.110658739
23,1.0,0.00554651479161,-0.0097572834916,0.0136789577713,-2046.70940751
24,1.0,-5.27607446551e-05,0.009184964774,0.0128599187681,-247.83173091
25,1.0,-0.0076162751684,-0.00750323491306,-0.0118588499325,380.333168934
26,1.0,-0.0108340547081,0.00213850557364,0.0146186676016,-224.451321365
27,1.0,-0.0175182991755,-0.00303244639913,-0.00420164098053,263.10250862
28,1.0,0.00392933185789,0.00245572119706,0.0148230782683,915.742488918
29,1.0,0.00246039010072,0.000487982311151,-0.0112738958694,730.202172139
