,r,vobs
0,2.01661266987,-212.40819
1,14.9783425738,-82.4978203149
2,11.1687525434,174.375225536
3,6.60839473697,-677.799034815
4,7.35034573137,120.573138364
5,1.16459134242,696.479953285
6,25.2346555311,36.4868897239
7,1.00319203623,-510.791930602
8,1.12656746391,-477.228005073
9,2.35612534134,-183.759656207
10,2.24424058518,-48.5548698054
11,2.86144762963,-687.460207969
12,1.04153058073,-58.6200087139
13,0.91380390094,-387.776197042
14,0.683480290476,223.046573108
15,2.15286680997,222.108123733
16,1.17430400785,-146.728230261
17,2.12433545697,786.001950813
18,1.13419207987,904.495581234
19,1.25987112961,-42.279254347
20,4.97087613849,-682.725767082
21,1.72761190561,385.874850058
22,0.758176310354,-70.9691966501
23,4.24965902236,875.131992865
24,0.918260281336,827.311243859
25,1.76929537492,300.955405739
26,6.1923618199,-620.38495862
27,7.18180454462,-193.84895751
28,0.973162908571,-401.338552479
29,1.30659751594,714.893152421
30,1.03258952177,259.014987745
31,10.8861757276,-255.68206674
32,9.46509943472,279.985726494
33,3.10910608095,-901.53203629
34,1.26576684276,682.505256121
35,1.0354067706,36.7085572561
36,1.06231405881,-198.568853255
37,3.7975995139,340.329699771
38,1.7031393256,329.070240039
39,0.820525897956,446.645033195
40,1.00363874271,975.721143325
41,1.27844908647,-421.673868367
42,0.944693329639,349.639413206
43,1.16212730936,-848.073992459
44,75.5021537641,-196.265353645
45,1.16488500035,-525.351273303
46,1.64045141277,434.665378626
47,3.1325382357,266.881948553
48,1.08140523669,-1097.44180473
49,8.90552404053,-568.587742505
50,1.59645341765,742.427902866
51,1.75244621029,-162.48893844
52,1.57234856972,-495.241476091
53,2.15731318684,-278.231957027
54,0.931301599483,-633.985676805
55,0.789036509054,491.350007256
56,1.44756981715,101.598664082
57,1.33809952055,400.216536928
58,0.578245206847,1007.61540932
59,2.28074829619,-217.309698929
60,0.975187819819,-968.133206548
61,0.249695850206,316.732848837
62,2.41625866367,345.642183128
63,4.84828539283,142.128662633
64,1.17806216149,692.498475359
65,1.44564015786,542.663535148
66,6.5000473286,-122.372841505
67,1.30269467012,535.400827176
68,1.11490168613,535.913114254
69,5.48136063521,-118.878360789
70,1.66848827365,-1210.12425759
71,1.61924716718,394.297311736
72,1.26537596332,-156.612036653
73,1.26381097219,-877.620922015
74,1.86908695337,123.725235945
75,0.986339605215,870.895326891
76,1.8036009392,-488.033657782
77,1.75202843793,695.869994869
78,5.36483423603,-428.21602385
79,1.81120320375,360.636427239
80,2.82515450389,-140.828366562
81,11.3368643309,386.537098954
82,0.549221410897,-648.426382968
83,16.8094484703,-656.56863226
84,1.96126519418,280.342967818
85,0.58371914723,122.189062935
86,1.35758087096,-47.5071203663
87,1.18570258564,41.6248226721
88,3.52664516558,-530.059445985
89,2.70164354336,567.52152155
90,10.5344201041,55.7291053864
91,0.760392866957,-583.807302332
92,1.04550528372,-326.012032724
93,7.73502413622,14.9642066029
94,0.987970999321,-440.63526933
95,1.60525255241,116.742162843
96,1.52293937396,-278.243543283
97,2.09576171108,-246.851649915
98,1.24501815864,330.202716488
99,2.46243092586,1107.34823688
100,4.97305633527,-74.7890053917
101,1.68833220363,-611.617447203
102,1.12707735271,-208.123125297
103,2.81894718144,-467.024855502
104,1.22921561736,-943.078978114
105,3.26324892637,-912.556564723
106,5.55275338937,175.92608711
107,3.58252488127,36.8533242014
108,2.15945915916,-102.733194333
109,1.93452419214,-240.261007441
110,0.803698456475,-424.948991524
111,2.23568042345,-32.3137315757
112,9.97889736554,317.922809918
113,2.32550891495,-202.534904323
114,0.478927118473,-644.45859766
115,6.13340168338,111.355198365
116,4.9276848208,29.9549035585
117,4.31417052267,295.409849035
118,0.892432272994,891.736344923
119,1.48566861487,-344.608109157
120,13.1353693287,-149.528762132
121,0.802733616689,263.530719718
122,2.5415169127,247.608887333
123,0.821736556638,-118.782922128
124,113.29570481,-233.340020473
125,0.733947688026,-274.623175491
126,2.13484805684,-781.188422759
127,39.3335943817,-25.5783076723
128,26.9637608798,-115.800008531
129,3.66783177903,850.040213302
130,4.48873802624,-389.064697592
131,0.659995284923,-774.758515729
132,1.11539932386,-240.596147085
133,1.10233403249,763.47795367
134,1.226740887,121.120046384
135,0.921487268239,-453.322726618
136,5.89144888436,-112.011940273
137,0.903389450416,491.777006735
138,1.41979048974,-674.346521422
139,1.77912030563,-163.435461383
140,1.98192965243,-182.18618476
141,1.23034212936,1057.50255765
142,64.8717931029,253.848832356
143,1.53458139667,502.612255574
144,9.20137406239,554.588411173
145,3.24332476513,-622.506789802
146,114.262135094,229.711204814
147,1.99854358057,-425.813184054
148,2.09683708422,389.203092161
149,1.32988706651,570.332620942
150,1.94535716883,-1087.93693336
151,4.34682428835,-136.752915035
152,4.82299235046,288.464642694
153,0.91306697845,545.395852878
154,1.20225648624,-815.130744217
155,4.06732659651,454.97942202
156,3.60026762604,-84.3986708257
157,1.17227348662,-370.544141622
158,1.01477854669,723.291489228
159,6.95333913649,54.4527976703
160,1.46836751091,702.704797084
161,1.46598690707,92.217850756
162,12.083073625,242.718215595
163,1.9368349183,-756.584754081
164,18.582103382,-696.927330803
165,1.74876645782,-245.423161921
166,3.71841982682,-293.32418628
167,0.467765314747,459.85580477
168,4.36664264437,258.525290138
169,1.41939877172,337.054839469
170,2.57238393432,648.387891656
171,0.369049218381,56.1230896256
172,1.25527117235,-371.051799995
173,4.26715663826,-164.48369201
174,3.31175092994,155.726542574
175,7.73299273906,-335.521182079
176,1.31330674024,515.467303891
177,4.66697244358,-209.923090815
178,3.44001346609,365.519806228
179,1.1872537987,-398.196365272
180,0.867548785774,473.000906656
181,3.55769834082,293.54202795
182,3.02867239008,149.784788205
183,3.93670968307,4.44418442804
184,1.26271915753,1339.56244227
185,0.853922840675,717.116185883
186,1.36649535228,-1247.09584496
187,7.23101031473,451.304513221
188,1.28105777399,478.408588677
189,4.05911373526,-292.124312576
190,1.09364426445,-522.960160551
191,2.53299771532,-241.170454828
192,1.21902469974,838.393165713
193,2.54783746684,179.937877188
194,1.74679847892,21.8379840876
195,0.923055686691,241.455699925
196,5.50370760604,414.604925157
197,1.1519942004,48.9513855769
198,4.96633375733,140.498703596
199,1.92666726675,-746.977257316
200,1.11337164091,-532.867359818
201,3.18743203148,327.462676617
202,2.29168793174,-448.702090392
203,3.27075931744,201.670182832
204,1.17773737903,-183.634797434
205,20.7598424263,184.078348669
206,0.475726039018,460.732773652
207,1.5604278845,455.923160008
208,1.38317886938,-705.44443786
209,5.62520911336,58.7791878011
210,0.742871606006,213.911157772
211,55.1840831538,-133.672551805
212,0.897396969596,-633.280817611
213,1.92814934415,-409.386842045
214,2.25223082787,-220.586154349
215,1.36672138974,-77.1129414942
216,3.03559821035,880.553470735
217,0.520517887923,440.321657514
218,1.482122047,-78.233229024
219,0.672493650522,308.434872691
220,6.65988748723,325.925542029
221,3.61585810604,236.073917339
222,1.44528054469,-216.884377527
223,0.893100886043,-608.911185458
224,4.34312880268,204.813043446
225,1.23066747686,125.853383139
226,2.98135835885,-500.244072252
227,1.48176990582,-416.340477508
228,1.30831930438,168.502937378
229,0.852836817871,-523.947452336
230,0.978131622145,51.0965581919
231,0.0431437818308,13.4103558528
