,0,1,2,3,4
0,0.0,-1.94424086566,-0.187354905509,1.0292645029,336.159845888
1,0.0,0.573536387681,-1.7402543152,0.895318872929,-327.062889777
2,0.0,-1.55952047991,-0.890675913869,0.410123630106,525.838159025
3,0.0,0.812771202353,-0.949415516531,2.09992732265,453.200691498
4,0.0,0.331092589695,-1.73049353663,0.254457645942,555.236500893
5,0.0,0.805852845883,0.140066010039,2.44515990039,233.05839442
6,0.0,1.41310936604,1.7942482021,0.364342631096,-3.29669715406
7,0.0,-0.869479272973,0.602786683269,-1.94867363366,-262.854816862
8,0.0,-0.502155705861,2.04594075354,0.0434253874541,14.3948627291
9,0.0,0.636791260303,-0.546872386743,-0.58136597275,-798.23172721
10,0.0,-0.91570690374,0.649020615349,0.770706836735,-690.88862145
11,0.0,0.152570754189,0.426923035867,1.74863486574,-725.46751342
12,0.0,1.14036041325,0.505787368485,0.800052679763,-95.8463117274
13,0.0,-1.08481746756,-0.751673463146,1.7600741704,54.6449447155
14,0.0,1.33490113974,-1.13140295123,0.0751703714198,63.4230413956
15,0.0,-1.36394901832,0.142913526015,-1.33166879047,-246.947378562
16,0.0,-1.19827821779,0.914637302206,-0.885659991113,-39.4430321919
17,0.0,-1.65908143903,1.96232588846,0.191542520407,11.0901875789
18,0.0,0.0408586574694,2.10079036538,0.207536294597,-141.664885845
19,0.0,-0.60812666691,-1.00016402083,1.28747470016,-18.504296982
20,0.0,1.67433572613,0.134651794285,0.790529559759,42.6741287955
21,0.0,-1.06362442463,-0.238558824441,0.772101222853,-639.030341439
22,0.0,-0.362011190779,1.53713139843,-1.23839697005,-366.632832114
23,0.0,-0.267514637394,1.59534791217,-1.42875239391,-17.9769646219
24,0.0,-2.42551001971,-0.689813895617,0.155351238022,46.6304514592
25,0.0,0.247025398008,-1.06473166014,-0.141484569449,6.1493033282
26,0.0,2.07559188632,1.23609371918,0.188122798612,-398.70295823
27,0.0,0.500354409284,0.942568015076,-1.61128319802,-128.489591373
28,0.0,2.17308059984,-0.34425513741,0.442134511144,547.54841104
29,0.0,0.407597603549,-1.21147713997,-1.90553023274,341.113499746
30,0.0,1.75143311985,-0.515090386589,0.431167976343,594.042838009
31,0.0,-0.399340150629,-2.01086977954,0.710001939157,779.091668357
32,0.0,0.668437628489,-1.61139424807,-1.80755579939,-769.028706067
33,0.0,0.309717066337,0.312660161888,2.10117552489,644.587679542
34,0.0,-0.726149216831,-1.19414775929,-1.76253713142,33.7965770755
35,0.0,-0.33399864115,0.74017423847,-2.20662429764,378.028015482
36,0.0,-1.21465429349,-1.46664129539,-0.700785328508,8.31919433374
37,0.0,1.50201550134,1.317913774,-1.23884095474,86.2098279084
38,0.0,-0.0839807901179,-0.576826854481,-1.92303357872,-224.842962281
39,0.0,0.709155876183,-0.814186019193,-1.2716026817,-274.531659019
40,0.0,1.97021137757,0.578369873898,1.51006676182,274.483127178
41,0.0,2.00452095961,0.207176580232,0.405813064745,5.03178715559
42,0.0,-0.504454820771,-0.567809252609,1.51431511188,381.316308038
43,0.0,-1.15034168606,-0.226531495037,-1.41846506931,816.347833753
44,0.0,-1.49934623616,0.14385848557,-1.32661069179,-6.15664826705
45,0.0,-0.752272947454,0.65557436844,0.20103642388,473.656133529
46,0.0,-1.32022468959,2.05555395225,0.826964542617,547.524572415
47,0.0,-0.238323459328,-1.15809015067,0.31657564439,-7.26194118357
48,0.0,0.722527614485,0.829025924619,0.333118827508,-239.235371062
49,0.0,-0.488265729316,-0.244842091779,-1.95501586896,553.827545123
50,0.0,0.617917896242,-1.10811849234,1.91885837468,214.774820108
51,0.0,-0.0811240046083,-1.38367065275,-0.490371627445,-375.476899444
52,0.0,-0.0511997834081,2.23287179707,-0.068883489552,-932.00661548
53,0.0,0.690004866538,1.58622187065,1.23181706692,424.718456602
54,0.0,-2.21908543375,-0.581032355721,-0.538528072122,69.8009210646
