,r,vobs
0,1.00900684362,-150.220075205
1,0.362104669948,215.80136177
2,1.16980306399,641.570436457
3,2.12974092433,-995.759368252
4,1.64380181263,-330.774032962
5,0.983176541169,36.2009407874
6,1.35857929013,450.247078159
7,1.28980497042,-476.218977354
8,0.895536856595,1022.57620378
9,2.22958610135,-600.140465474
10,1.48325938909,576.484064371
11,63.8020191918,476.753441616
12,0.503700003432,-140.40752739
13,1.59524907885,-201.719559119
14,0.775532780654,-101.359011632
15,7.99686644657,-115.229548388
16,4.25854437773,202.317818404
17,0.785720937737,-301.2756045
18,1.32934700207,-191.774892549
19,2.03418970422,-63.9771223446
20,0.962825356097,-233.337063561
21,0.911541355164,-237.700567473
22,10.8999434432,-628.058756059
23,3.94403975617,258.194630447
24,5.4073577549,-281.020952902
25,1.46296123176,-546.905555774
26,3.88599631493,162.394773112
27,2.27952329689,-207.573032548
28,1.74362148655,227.630202938
29,1.34622905284,-351.95518337
30,5.00590631869,-406.937482306
31,0.791347449202,-40.1800310985
32,1.16210106646,158.568111627
33,0.651386641329,239.334655875
34,2.14265584287,-218.701676397
35,1.43105402798,-110.197587898
36,2.02901002317,-754.285916299
37,2.385681634,-201.770689883
38,1.27701823434,-277.588969944
39,1.41364949794,409.654379793
40,0.579956081569,134.211603309
41,1.60088195952,110.435168627
42,1.34773159893,-195.707052841
43,0.950212299224,-305.988517174
44,3.51665209628,-214.25035343
45,0.906299480526,-480.052947578
46,1.87377168208,98.8078152985
47,1.00900504148,209.037260676
48,0.390117585268,710.349780284
49,0.313666080848,-372.769074636
50,1.92099038672,376.558234029
51,0.885303843778,-150.473627368
52,4.41894630311,300.082834862
53,1.18680856501,-379.375210499
54,1.01829636346,-179.246842423
55,2.95221682879,-190.22863687
56,1.61200838883,80.5526436735
57,2.2539561329,267.62416403
58,1.26152763769,565.401945907
59,2.1833510191,166.182498088
60,1.36739515583,-118.757585627
61,1.8855512724,-279.009354504
62,0.970113754096,-168.647884805
63,0.97782668286,-1006.65089222
64,3.35593687488,0.724544241078
65,0.930977539071,-793.485598369
66,0.918251327882,5.60537861397
67,0.909683743166,-462.011889377
68,0.325759872538,685.533970541
69,0.491842407181,525.308755368
70,3.3651756255,302.733697788
71,0.648750882889,-207.80440086
72,3.30171866486,-553.84517375
73,1.40295402659,-564.169780115
74,1.29800543712,108.324012951
75,12.8842072727,90.4650896317
76,8.472032771,162.862813119
77,0.169110240175,-845.510444076
78,1.10085505547,204.346288246
79,1.44495933217,-855.574769472
80,1.53147653869,1348.95714475
81,7.06531298383,104.759872718
82,0.242183849837,425.337630367
83,1.78940227481,-303.452400705
84,0.856270665797,-192.487403292
85,1.4116079678,537.332170095
86,1.35948608096,1015.19735538
87,5.45898701013,-169.485600565
88,1.24553347478,-164.77403574
89,1.18149493821,257.22908408
90,3.13774418699,767.655827159
91,2.63866505315,50.0068627616
92,0.512445754252,19.2455628417
93,1.05076356906,120.00413932
94,0.908316249638,358.216425747
95,3.23014154906,755.159697217
96,5.66658553473,568.382826089
97,0.725874926286,-352.149279977
98,2.13483891529,769.043932271
99,2.75318304955,-164.062844992
100,1.82346718517,-968.209022494
101,1.01676908233,-389.892486775
102,1.8451296572,166.9907662
103,1.83416380073,870.305754821
104,2.72758324433,393.434403178
105,1.81312111467,40.6137593623
106,1.06329258902,161.468283356
107,1.96976054192,153.662366011
108,0.913240246416,-153.67334461
109,0.996594042494,226.240785224
110,72.5674280961,132.873629755
111,1.50513773005,-206.219780313
112,2.59702904157,-754.896944445
113,2.65903717402,633.759408942
114,5.13617933895,600.17167713
115,4.19747874738,-139.219927266
116,0.538126795389,-160.512786823
117,1.49319349895,557.907925911
118,1.29608763691,-219.777243494
119,0.840490203714,-334.175193594
120,7.93104436319,491.658430626
121,0.99482304275,548.489797052
122,1.09961128956,-107.080825259
123,4.91080051861,151.790423189
124,3.42940848621,-317.242667876
125,10.8809586521,-407.918833696
126,3.40412605919,123.752072366
127,0.656310258289,476.284073773
128,1.32673550799,-595.346465846
129,0.715989452076,-674.245060348
130,1.84849550881,-126.856465135
131,4.36294628603,174.867113912
132,1.37944418149,92.217666489
133,1.91125312161,264.544783601
134,1.01363268745,-171.321849983
135,0.834646520122,-34.4360639818
136,0.61172942902,12.371032222
137,8.48619003414,-434.09340067
138,3.64546797747,-403.822222713
139,1.66060620376,724.662024031
140,1.14757507768,-383.610752263
141,0.792638148247,-271.594913369
142,1.4448852701,12.7450073307
143,1.59813593051,-309.985725171
144,1.68526293676,32.3862020333
145,4.41894089406,5.19775660163
146,0.58890731846,-197.685992448
147,2.40423056871,171.047485902
148,2.57763645619,-125.818687825
149,6.96843055929,-224.982253271
150,13.8783267128,-171.044454113
151,3.77600348357,-44.6163697899
152,0.974244038245,282.281243451
153,10.0295852371,-28.9780292973
154,1.40562081812,412.507075145
155,1.19527833515,-543.196828571
156,1.03248537058,-798.459275154
157,0.912518916071,82.0330281567
